review,cleaned_review,rating,date,bank,sentiment_label,sentiment_score,identified_theme
"Slow loading during transfers, takes forever Great work!","slow loading during transfers, takes forever great work!",1,2026-04-21,BOA,positive,0.35,Transaction Performance
"Slow loading during transfers, takes forever Highly recommend.","slow loading during transfers, takes forever highly recommend.",1,2026-04-23,BOA,neutral,0.5,Transaction Performance
Good features but needs performance improvement Update needed.,good features but needs performance improvement update needed.,5,2026-02-08,BOA,positive,0.7,Feature Requests
"Transaction failed multiple times today, very frustrating So frustrating.","transaction failed multiple times today, very frustrating so frustrating.",1,2026-05-02,BOA,negative,0.355,Transaction Performance
Needs better notification system Update needed.,needs better notification system update needed.,5,2026-01-10,BOA,positive,0.5,Feature Requests
"App crashes frequently, very unreliable So frustrating.","app crashes frequently, very unreliable so frustrating.",2,2026-03-08,BOA,negative,0.1,App Stability
Please add QR payment feature Please fix!,please add qr payment feature please fix!,4,2026-04-21,BOA,neutral,0.5,Feature Requests
"Unable to check balance, shows error Update needed.","unable to check balance, shows error update needed.",3,2025-12-27,BOA,negative,0.5,Account Access
"OTP not received, cannot complete transaction Update needed.","otp not received, cannot complete transaction update needed.",5,2025-12-01,BOA,positive,0.1,Transaction Performance
"OTP not received, cannot complete transaction Please fix!","otp not received, cannot complete transaction please fix!",5,2026-02-16,BOA,positive,0.125,Transaction Performance
"Transaction failed multiple times today, very frustrating Update needed.","transaction failed multiple times today, very frustrating update needed.",2,2026-03-07,BOA,negative,0.34,Transaction Performance
App freezes on payment screen every time Highly recommend.,app freezes on payment screen every time highly recommend.,3,2026-05-13,BOA,positive,0.16,Transaction Performance
Please add QR payment feature Please fix!,please add qr payment feature please fix!,1,2026-03-01,BOA,neutral,0.5,Feature Requests
Please add QR payment feature Update needed.,please add qr payment feature update needed.,3,2026-01-02,BOA,neutral,0.5,Feature Requests
Fingerprint login would be great addition,fingerprint login would be great addition,4,2026-03-23,BOA,positive,0.8,Feature Requests
App freezes on payment screen every time So frustrating.,app freezes on payment screen every time so frustrating.,1,2026-04-20,BOA,negative,0.4,Transaction Performance
"UI is confusing, not user friendly Very disappointed.","ui is confusing, not user friendly very disappointed.",4,2026-01-06,BOA,negative,0.30000000000000004,UI and Design
App freezes on payment screen every time Please fix!,app freezes on payment screen every time please fix!,5,2026-01-18,BOA,neutral,0.5,Transaction Performance
Needs better notification system,needs better notification system,4,2026-05-15,BOA,positive,0.5,Feature Requests
"Transaction failed multiple times today, very frustrating","transaction failed multiple times today, very frustrating",3,2026-01-14,BOA,negative,0.34,Transaction Performance
Support team resolved my issue in 10 minutes So frustrating.,support team resolved my issue in minutes so frustrating.,1,2026-05-02,BOA,negative,0.4,Customer Support
Support team resolved my issue in 10 minutes So frustrating.,support team resolved my issue in minutes so frustrating.,5,2026-04-22,BOA,negative,0.4,Customer Support
Please add QR payment feature Great work!,please add qr payment feature great work!,4,2025-12-12,BOA,positive,1.0,Feature Requests
"Transaction failed multiple times today, very frustrating Highly recommend.","transaction failed multiple times today, very frustrating highly recommend.",1,2025-12-08,BOA,negative,0.215,Transaction Performance
"App crashes frequently, very unreliable So frustrating.","app crashes frequently, very unreliable so frustrating.",4,2026-01-13,BOA,negative,0.1,App Stability
Please add QR payment feature Great work!,please add qr payment feature great work!,3,2026-05-15,BOA,positive,1.0,Feature Requests
"Transaction failed multiple times today, very frustrating Very disappointed.","transaction failed multiple times today, very frustrating very disappointed.",4,2026-03-20,BOA,negative,0.49875,Transaction Performance
Security features are good but app is slow Very disappointed.,security features are good but app is slow very disappointed.,2,2025-12-26,BOA,negative,0.19166666666666674,Transaction Performance
"UI is confusing, not user friendly Great work!","ui is confusing, not user friendly great work!",3,2026-02-22,BOA,positive,0.35833333333333334,UI and Design
App freezes on payment screen every time Please fix!,app freezes on payment screen every time please fix!,3,2026-03-12,BOA,neutral,0.5,Transaction Performance
"App crashes frequently, very unreliable Great work!","app crashes frequently, very unreliable great work!",5,2025-12-27,BOA,positive,0.6,App Stability
Customer support is helpful but app needs work Great work!,customer support is helpful but app needs work great work!,4,2026-01-01,BOA,positive,1.0,Customer Support
Login issues every time I try to use the app Highly recommend.,login issues every time i try to use the app highly recommend.,1,2025-12-29,BOA,positive,0.16,Account Access
"Transaction failed multiple times today, very frustrating Very disappointed.","transaction failed multiple times today, very frustrating very disappointed.",1,2026-04-19,BOA,negative,0.49875,Transaction Performance
"Transaction failed multiple times today, very frustrating So frustrating.","transaction failed multiple times today, very frustrating so frustrating.",1,2025-12-08,BOA,negative,0.355,Transaction Performance
Good features but needs performance improvement Please fix!,good features but needs performance improvement please fix!,3,2026-03-19,BOA,positive,0.875,Feature Requests
Needs better notification system,needs better notification system,1,2026-05-09,BOA,positive,0.5,Feature Requests
"Unable to check balance, shows error Very disappointed.","unable to check balance, shows error very disappointed.",2,2026-05-17,BOA,negative,0.7375,Account Access
"Slow loading during transfers, takes forever Great work!","slow loading during transfers, takes forever great work!",1,2026-01-11,BOA,positive,0.35,Transaction Performance
Good features but needs performance improvement,good features but needs performance improvement,3,2026-05-04,BOA,positive,0.7,Feature Requests
"Slow loading during transfers, takes forever","slow loading during transfers, takes forever",5,2026-04-08,BOA,negative,0.30000000000000004,Transaction Performance
Support team resolved my issue in 10 minutes Update needed.,support team resolved my issue in minutes update needed.,3,2025-12-31,BOA,neutral,0.5,Customer Support
"Slow loading during transfers, takes forever Very disappointed.","slow loading during transfers, takes forever very disappointed.",2,2026-03-11,BOA,negative,0.6375000000000001,Transaction Performance
Needs better notification system Great work!,needs better notification system great work!,4,2026-01-15,BOA,positive,0.75,Feature Requests
"Unable to check balance, shows error Highly recommend.","unable to check balance, shows error highly recommend.",4,2025-12-02,BOA,negative,0.16999999999999998,Account Access
Security features are good but app is slow Highly recommend.,security features are good but app is slow highly recommend.,1,2026-04-28,BOA,positive,0.18666666666666665,Transaction Performance
"Slow loading during transfers, takes forever Very disappointed.","slow loading during transfers, takes forever very disappointed.",2,2026-01-18,BOA,negative,0.6375000000000001,Transaction Performance
Please add QR payment feature So frustrating.,please add qr payment feature so frustrating.,4,2026-02-20,BOA,negative,0.4,Feature Requests
"Slow loading during transfers, takes forever Very disappointed.","slow loading during transfers, takes forever very disappointed.",5,2026-04-10,BOA,negative,0.6375000000000001,Transaction Performance
Fingerprint login would be great addition Update needed.,fingerprint login would be great addition update needed.,2,2026-04-08,BOA,positive,0.8,Feature Requests
App freezes on payment screen every time Very disappointed.,app freezes on payment screen every time very disappointed.,1,2025-12-08,BOA,negative,0.9750000000000001,Transaction Performance
"Unable to check balance, shows error Please fix!","unable to check balance, shows error please fix!",4,2026-04-11,BOA,negative,0.625,Account Access
Needs better notification system Highly recommend.,needs better notification system highly recommend.,1,2026-03-31,BOA,positive,0.33,Feature Requests
Customer support is helpful but app needs work Great work!,customer support is helpful but app needs work great work!,3,2026-01-23,BOA,positive,1.0,Customer Support
